,City,Lat,Lng,Temp_F,Humidity,Cloudiness,Windspeed
452,Amroli,21.3,72.85,77.0,33,0,11.5
453,Urshel'skiy,55.6783,40.2169,-17.05,87,0,5.48
454,Volokolamsk,56.0336,35.9694,-1.28,92,64,5.84
455,Phuthaditjhaba,-28.5242,28.8158,58.41,81,10,1.79
456,Naples,40.8333,14.25,51.64,93,75,4.61
457,Nyimba,-14.5566,30.8149,68.09,94,100,2.53
458,Romny,50.751,33.4747,7.32,94,100,5.7
459,Ciudad Darío,12.7314,-86.124,78.8,65,20,6.91
460,Merrillville,41.4828,-87.3328,0.23,60,90,3.44
461,Makaha,21.4694,-158.2175,73.31,68,90,8.05
462,Cherlak,54.155,74.8055,18.52,97,95,12.84
463,San Jose,37.3394,-121.895,52.56,71,40,1.03
464,Casas Adobes,32.3234,-110.9951,56.14,25,43,1.01
465,Tīkri,29.2333,77.35,61.7,45,0,5.19
466,Puquio,-14.7,-74.1333,51.28,74,100,1.19
467,Port Saint Lucie,27.2939,-80.3503,69.01,94,90,6.91
468,Lakota,5.8528,-5.6883,73.96,95,67,5.08
469,Ōmamachō-ōmama,36.4333,139.2833,39.02,30,46,10.0
470,Arazede,40.2863,-8.65,52.0,90,46,1.01
471,Cabaluay,7.0014,122.1803,87.8,66,75,9.22
472,Kilimatinde,-5.85,34.95,66.33,95,100,2.26
473,Perbaungan,3.5679,98.956,86.0,74,75,6.91
474,Topana,44.8167,24.5167,40.68,91,98,3.71
475,Nocera Superiore,40.7421,14.6729,52.41,91,100,9.15
476,Mélykút,46.2151,19.381,44.01,83,100,5.99
477,Chilpancingo,17.55,-99.5,64.42,85,58,4.25
478,Suşehri,40.1644,38.0867,37.51,72,97,3.29
479,Nyamuswa,-1.9,34.0167,69.8,73,40,2.39
480,Polunochnoye,60.8697,60.4153,-17.21,89,100,5.08
481,Nesher,32.765,35.05,55.24,76,26,4.85
482,Yingkou,40.6648,122.2283,23.14,73,0,6.8
483,Santa Fe,-31.6333,-60.7,75.27,77,0,1.01
484,Apalit,14.95,120.7833,86.52,58,75,4.61
485,Lukavac,44.5334,18.527,53.31,76,75,2.3
486,Malangas,7.6303,123.0317,83.23,72,100,1.54
487,Tetovo,42.0106,20.9714,43.86,93,75,2.3
488,Sanghar,26.0466,68.9481,59.0,72,0,4.61
489,Arrondissement de Lannion,48.75,-3.4167,35.6,87,90,10.36
490,Oka,45.4649,-74.0889,16.21,62,73,12.66
491,Silea,45.6561,12.3003,48.22,100,90,4.61
492,Meteş,46.1,23.4167,44.55,93,40,4.61
493,Ideciu de Jos,46.8,24.75,42.91,81,75,8.05
494,Tabuelan,10.8209,123.8689,77.0,94,90,9.22
495,Curillo,1.0333,-75.9191,75.6,84,100,2.59
496,Lorvão,40.2594,-8.3168,50.65,90,62,1.01
497,Palma del Río,37.7002,-5.2812,54.54,94,90,20.71
498,Shibukawa,36.4833,139.0,39.61,30,67,10.0
499,Ibăneşti,46.7667,24.9333,42.91,81,75,8.05
500,Ballitoville,-29.539,31.2144,73.6,88,0,3.44
501,Huixtla,15.15,-92.4667,71.6,100,20,3.67
502,Tegul'det,57.3064,88.1667,16.95,93,82,11.68
503,Soverato Marina,38.685,16.5499,49.48,100,75,5.75
504,Kentville,45.0835,-64.4988,27.34,93,100,8.05
505,Colton,34.0739,-117.3137,56.61,44,1,0.74
506,Quimistán,15.35,-88.4,75.96,94,20,0.45
507,Ivoti,-29.5911,-51.1606,64.09,83,0,1.01
508,Lappersdorf,49.0569,12.09,28.04,86,90,3.74
509,Malawa,15.9584,120.2783,87.6,53,50,10.2
510,Bogdăniţa,46.45,27.6833,32.0,100,75,5.75
511,Carpenedolo,45.3645,10.4313,43.38,93,75,8.05
512,Roswell,34.0232,-84.3616,33.49,86,1,3.87
513,Tigum,10.7833,122.5667,76.12,90,100,14.63
514,Tunggol,5.8446,121.1544,82.6,79,99,6.51
515,Kamenice,49.9015,14.5824,19.47,79,100,1.01
516,Pindi Gheb,33.2402,72.2661,62.94,31,24,3.02
517,Azuga,45.45,25.55,36.0,82,57,3.0
518,Bahadurgarh,28.6833,76.9167,61.0,88,0,3.44
519,Holboca,47.15,27.7,24.8,100,90,12.66
520,Fort Walton Beach,30.4058,-86.6188,46.27,81,1,5.75
521,Jandira,-23.5275,-46.9025,63.79,77,75,9.22
522,Bang Ban,14.3739,100.4853,89.64,70,0,7.31
523,Bodmin,50.4715,-4.7243,32.88,64,90,9.22
524,Arrondissement de Meaux,48.9167,3.0,30.0,91,94,1.99
525,Deori Khās,23.4,79.0167,66.58,27,0,3.87
526,Nopalucán,19.2167,-97.8167,55.26,55,0,4.7
527,Langpas,5.975,120.949,81.27,82,100,5.91
528,Deep River,46.1001,-77.4995,7.41,66,1,3.44
529,Capira,8.75,-79.8833,75.92,83,20,8.05
530,Laya,17.4726,121.4678,83.12,67,35,1.61
531,Ngawi,-7.4038,111.4461,83.43,77,83,15.35
532,Mineiros,-17.5694,-52.5511,66.9,86,83,2.64
533,Arilje,43.7531,20.0956,46.4,57,75,6.91
534,Oran,35.6911,-0.6417,52.56,76,20,5.75
535,Alcaudete,37.5909,-4.0824,50.31,81,100,1.99
536,Paso de Carrasco,-34.8603,-56.0522,69.62,78,0,12.66
537,Congomah,-20.1489,57.5908,84.09,65,40,12.66
538,Independência,-5.3964,-40.3086,74.1,72,59,4.27
539,Gossas,14.4912,-16.0642,71.58,40,80,6.91
540,Isaka,-3.9,32.9333,65.1,90,98,3.78
541,East Greenwich,41.6604,-71.4559,29.95,86,90,11.5
542,Andrelândia,-21.7397,-44.3092,61.65,92,100,3.53
543,Lashio,22.9333,97.75,72.07,55,49,1.68
544,Tarusa,54.7233,37.1767,-4.0,84,40,5.14
545,Mikołów,50.171,18.9041,18.99,92,100,11.01
546,San Lorenzo,-25.3333,-57.5333,69.8,88,0,5.21
547,Conkal,21.0667,-89.5333,75.09,88,75,11.5
548,Bayāna,26.9,77.2833,66.02,36,0,4.61
549,Gelibolu,40.4103,26.6708,61.18,59,0,16.11
550,Totoró,2.512,-76.4012,51.44,96,99,2.51
551,Mica,46.3667,24.4167,42.89,81,75,8.05
552,Lyubertsy,55.6778,37.8833,-3.44,92,20,4.47
553,Falkenstein,50.4779,12.3713,13.17,83,100,1.01
554,Itsukaichi,35.7253,139.2178,48.52,34,1,11.5
555,Grădiştea,44.2333,27.2167,46.0,84,82,1.99
556,Kimry,56.8667,37.35,-5.03,92,63,2.55
557,Villa Corona,20.4167,-103.6833,66.16,30,1,6.91
558,Wommelgem,51.2043,4.5243,23.85,86,90,12.66
559,Kargasok,59.0556,80.8572,7.48,93,100,11.59
560,Guayaramerín,-10.8368,-65.3614,74.08,97,100,2.73
561,Bone,51.9669,12.1396,17.26,86,100,4.0
562,Yevpatoriya,45.1972,33.3558,43.0,82,100,1.01
563,Varnsdorf,50.9115,14.6182,14.34,91,100,1.99
564,Barič,44.6522,20.2594,48.06,57,0,20.71
565,Kecskemét,46.9062,19.6913,43.21,87,100,11.5
566,Balaciu,44.6333,26.8833,41.25,100,90,6.91
567,Papar,5.7333,115.9333,87.4,79,20,5.75
568,Coconut Creek,26.2518,-80.1789,73.29,94,1,5.79
569,Faridabad,28.4333,77.3167,61.14,88,0,3.44
570,Parbatipur,25.6649,88.9247,73.36,33,0,5.99
571,Shahe,39.2708,113.5478,34.0,53,84,3.49
572,Chuncheng,22.1731,111.7886,77.0,64,100,2.3
573,Sudiţi,44.5833,27.6,46.0,84,98,1.99
574,Trim,53.555,-6.7917,35.38,60,75,19.57
575,Bīrpur,26.5167,87.0167,70.3,40,0,8.37
576,Laredo,27.5064,-99.5075,66.2,63,1,14.97
577,Mooresville,35.5849,-80.8101,33.73,73,0,4.14
578,Miguel Calmon,-11.4289,-40.595,70.56,92,100,2.44
579,Harwich,51.9419,1.2844,28.98,90,100,21.99
580,Movila Miresii,45.2167,27.6,42.06,96,100,4.03
581,Chitradurga,14.2333,76.4,74.19,37,79,14.5
582,Bogorodskoye,56.55,37.8833,-10.53,89,29,3.53
583,Plaridel,14.8872,120.8572,86.59,55,40,13.8
584,Wuxi,31.5689,120.2886,49.37,50,95,1.99
585,Winter Haven,28.0222,-81.7329,62.4,82,75,4.61
586,Corlăţel,44.3986,22.9331,41.38,90,97,5.5
587,Santa Cecília,-26.9608,-50.4269,52.75,89,0,3.31
588,Falun,60.6036,15.626,10.35,92,20,9.22
589,Lansing,42.7325,-84.5555,6.8,72,40,4.32
590,Umarkhed,19.6,77.7,60.8,51,43,1.14
591,Slamannan,55.9373,-3.8331,30.99,81,64,6.69
592,Prievidza,48.7745,18.6275,36.48,93,90,2.3
593,Carroll,39.5501,-77.0164,23.99,48,0,4.0
594,Toboy,16.0271,120.6369,90.57,43,24,6.62
595,San Giovanni Rotondo,41.7049,15.7191,51.8,82,40,3.44
596,Akālgarh,29.8167,75.8833,63.25,41,0,4.54
597,Tocantins,-10.5,-48.0,73.4,94,75,4.61
598,Longview,32.5007,-94.7405,41.14,81,1,8.05
599,Nombre de Jesús,15.35,-86.6833,73.4,100,20,0.4
600,Kayl,49.4892,6.0397,29.7,93,75,4.61
601,Kętrzyn,54.0768,21.3753,2.88,88,23,14.12
602,Jiancheng,30.391,104.5491,57.0,60,100,1.99
603,Šamorín,48.0302,17.3097,32.41,93,75,9.22
604,Odolena Voda,50.2334,14.4108,19.4,93,90,6.91
605,Igurubi,-4.0,33.7,67.64,88,98,3.02
606,San Pascual,13.7975,121.0342,81.0,81,91,8.01
607,Iwatsuki,35.9428,139.6919,50.02,37,40,8.05
608,Petrovice u Karviné,49.8959,18.5478,20.34,92,100,4.0
609,Burias,11.4463,122.5497,75.11,95,100,7.54
610,Stollberg,50.7167,12.8,16.92,88,100,10.58
611,Chelbasskaya,45.9792,39.3719,26.31,96,100,12.15
612,Torit,4.4133,32.5678,68.61,25,97,1.16
613,Somma Lombardo,45.683,8.7087,38.68,100,95,2.3
614,Zemio,5.0314,25.1361,59.02,33,53,4.76
615,Manises,39.4914,-0.4635,54.27,62,20,16.11
616,Cyangugu,-2.4846,28.9075,59.14,86,100,1.59
617,Delgado,13.7242,-89.1703,75.2,88,0,4.61
618,Arazap’,40.042,44.1472,26.6,86,96,1.14
619,Bietigheim-Bissingen,48.9667,9.1333,36.07,97,100,3.15
620,Chengzihe,45.3333,131.0667,7.2,87,0,15.28
621,Addanki,15.8167,79.9833,76.98,64,95,5.91
622,Fuyang,32.9,115.8167,45.97,54,98,11.9
623,Racine,42.7495,-88.0751,-2.02,68,100,5.01
624,Itajobi,-21.3181,-49.0544,71.6,60,0,8.05
625,Montijo,38.7067,-8.9739,53.35,87,20,8.05
626,Arman',59.7,150.1667,12.97,84,100,16.98
627,Bruck an der Mur,47.4036,15.2952,41.36,42,100,1.99
628,Pasaquina,13.5844,-87.8411,77.9,72,75,1.23
629,Otaki,-40.7583,175.15,72.0,61,21,5.99
630,Tokod,47.7228,18.6589,38.98,94,100,5.06
631,Vinga,46.0167,21.2,44.55,76,0,8.05
632,Valverde del Camino,37.5751,-6.7543,54.48,82,100,5.99
633,Stann Creek Town,16.9692,-88.2321,77.25,91,1,7.02
634,Juruti,-2.1522,-56.0922,78.04,73,91,2.17
635,Nguru,12.8791,10.4526,62.47,25,0,10.16
636,Cunduacán,18.0667,-93.1667,69.39,95,9,2.98
637,Alsip,41.6689,-87.7387,0.82,55,75,5.75
638,Epe,6.5841,3.9834,77.67,93,100,3.27
639,Tonoshō,34.4833,134.1833,51.62,40,75,19.57
640,Beclean,47.1833,24.1833,46.2,71,75,11.5
641,Saginaw,43.3334,-84.0333,1.81,66,1,5.75
642,Siyabuswa,-25.1132,29.0445,63.14,85,81,1.59
643,Manaul,12.453,121.4107,81.61,71,100,18.12
644,Rothes,57.5262,-3.2066,29.97,93,75,10.36
645,Bahay,13.5437,123.0407,80.13,81,100,12.1
646,Parral,26.9333,-105.6667,58.12,30,99,6.04
647,Eha Amufu,6.6592,7.7596,73.4,73,99,3.56
648,Pécsvárad,46.1603,18.4232,48.42,88,100,5.95
649,Kheri,27.9,80.8,61.9,55,0,4.12
650,Dondo,-19.6094,34.7431,73.92,92,100,2.55
651,Vanimo,-2.6741,141.3028,84.9,66,100,4.09
652,Kihurio,-4.4667,38.0667,73.35,79,95,4.03
653,Banyumas,-7.5142,109.2942,89.83,58,95,3.53
654,Rafiganj,24.8167,84.65,60.8,63,0,9.22
655,Edingen-Neckarhausen,49.4572,8.6064,30.61,95,100,2.59
656,Amlamé,7.4667,0.9,74.61,86,6,0.69
657,Neya,58.2972,43.8681,-23.15,85,4,7.2
658,El Peñón,8.9892,-73.9486,81.82,63,45,3.06
659,Yalova,40.655,29.2769,59.0,47,0,6.91
660,Medina,24.4686,39.6142,55.4,54,0,6.91
661,Silchar,24.8167,92.8,75.67,37,0,3.65
662,Kitui,-1.367,38.0106,66.99,83,87,1.12
663,Kobe,34.6913,135.183,45.86,57,75,4.61
664,Yemtsa,63.0734,40.3329,-16.56,89,73,5.21
665,Sayula,19.8667,-103.6167,57.99,70,0,1.43
666,Lupiro,-8.3833,36.6667,73.27,96,100,1.57
667,Kotār,24.7167,80.9833,66.38,30,0,5.01
668,Miajadas,39.1513,-5.9084,48.99,94,88,8.01
669,‘Uzeir,32.7921,35.3298,51.39,79,25,2.95
670,Dymer,50.7865,30.3026,8.53,85,90,8.95
671,Negrelos,41.3495,-8.4015,48.79,87,40,9.22
672,Sohbatpur,28.5202,68.5434,69.75,22,0,3.33
673,Tehuixtla,18.55,-99.2667,73.0,49,4,2.35
674,Harar,9.3094,42.1258,54.88,89,67,7.76
675,Devanahalli,13.2325,77.6992,69.49,43,48,14.97
676,Selden,40.8665,-73.0357,28.99,93,90,9.22
677,Patacamaya,-17.2333,-67.9167,48.38,80,75,5.59
678,Kruså,54.851,9.4013,27.54,59,100,24.16
679,Talca,-35.4333,-71.6667,60.8,77,0,4.61
680,San Jerónimo,-11.9472,-75.2829,47.93,76,100,1.12
681,Vrapčište,41.8339,20.8853,41.0,93,75,2.3
682,Santa Brígida,28.032,-15.5043,60.94,72,75,6.91
683,Lunas,10.6402,123.7525,77.0,94,90,9.22
684,Yekaterinogradskaya,43.7635,44.2317,25.48,86,90,4.47
685,Cazin,44.9669,15.9431,46.99,92,99,1.99
686,Hashimoto,34.3167,135.6167,47.01,53,75,10.36
687,Santiago del Estero,-27.7951,-64.2615,73.0,66,2,7.2
688,Lino Lakes,45.1602,-93.0888,-2.2,65,90,6.91
689,Guangzhou,23.1167,113.25,78.28,36,0,2.24
690,Saint Simons,31.1352,-81.3901,42.39,93,1,3.44
691,Dzhiginka,45.133,37.3383,30.11,86,100,20.13
692,Yendi,9.4427,-0.0099,75.67,24,14,4.61
693,Agía Paraskeví,40.4833,23.05,51.51,93,75,1.14
694,Villena,38.6373,-0.8657,47.23,64,100,14.52
695,Mamanguape,-6.8386,-35.1261,78.8,83,20,5.75
696,Opalenica,52.3089,16.4128,13.75,73,75,17.27
697,Evanston,42.0411,-87.6901,0.7,65,75,5.75
698,Caloc-an,9.0469,125.5306,75.07,93,100,4.27
699,Manchester,53.4809,-2.2374,33.06,74,75,17.27
700,Strzelce Krajeńskie,52.8773,15.5298,15.01,50,100,8.01
701,Broome,42.2506,-75.833,9.05,61,1,10.36
702,Marhaura,25.9667,84.8667,60.8,59,0,5.75
703,Nyírmeggyes,47.9167,22.2667,42.42,93,90,8.05
704,Ellicott City,39.2673,-76.7983,26.62,46,1,4.61
705,Escaldes-Engordany,42.5073,1.5341,34.34,83,88,1.72
706,Nasunogan,11.0658,124.5726,75.07,87,100,5.1
707,Puerto Berrío,6.4916,-74.4033,77.29,84,100,1.25
708,Hudson,40.7168,-74.0663,27.03,86,1,3.44
709,Schieder-Schwalenberg,51.8771,9.1954,16.84,92,100,13.47
710,Săveni,47.95,26.8667,21.61,93,90,14.97
711,Cuilapa,14.2764,-90.3003,61.92,77,0,13.8
712,Rosny-sous-Bois,48.8702,2.4991,30.25,86,90,3.44
713,North Reading,42.5751,-71.0787,28.26,86,90,9.22
714,Aplaya,8.6086,124.7681,79.0,89,100,4.0
