,City,Lat,Lng,Temp_F,Humidity,Cloudiness,Windspeed
454,Manchar,19.0,73.9333,82.58,23,0,2.84
455,Pyryatyn,50.2445,32.5107,17.8,94,0,13.73
456,Kstovo,56.1473,44.1979,19.2,86,90,17.9
457,Mohanūr,11.0833,78.1667,87.8,45,20,9.22
458,Gradačac,44.8808,18.4269,46.26,93,20,1.14
459,Torphins,57.1056,-2.624,37.13,87,75,21.85
460,Tando Muhammad Khan,25.123,68.5358,81.77,15,0,5.26
461,Gemeente Nunspeet,52.3667,5.7667,39.7,88,100,9.1
462,La Unión,-5.4,-80.75,75.51,60,100,10.45
463,Traganón,37.8979,21.3124,55.4,88,75,4.61
464,Heemstede,52.3499,4.623,41.07,93,40,6.91
465,Teror,28.0606,-15.5491,56.39,62,40,14.97
466,Iranshahr,27.2025,60.6848,75.2,9,0,4.85
467,Bitetto,41.0386,16.7469,57.09,82,0,6.91
468,Apaseo el Alto,20.45,-100.6167,48.2,46,1,3.02
469,Kirkkonummi,60.1238,24.4385,4.41,85,0,9.22
470,Samaná,19.2056,-69.3369,73.26,88,14,6.15
471,Sechura,-5.5569,-80.8222,74.35,65,100,11.14
472,Beernem,51.1515,3.342,44.49,94,51,5.01
473,Algeciras,36.1333,-5.4505,57.2,94,75,5.75
474,Gallneukirchen,48.3543,14.4127,39.9,81,0,4.61
475,Kadirli,37.3739,36.0961,64.0,52,0,3.13
476,Farmos,47.3607,19.8462,42.93,81,90,4.61
477,Vyshchetarasivka,47.5685,34.881,28.2,80,75,20.13
478,Terryville,40.909,-73.0651,32.36,86,1,6.64
479,Coronel Oviedo,-25.4167,-56.45,61.81,98,0,4.36
480,Wiwilí,13.6268,-85.8254,61.72,85,38,1.99
481,Wilkie,52.4168,-108.7014,-0.4,65,75,19.57
482,Enschede,52.2183,6.8958,37.69,98,100,1.01
483,Quimper,48.0,-4.1,39.2,100,75,3.04
484,Yachimata,35.65,140.3167,46.56,65,75,5.75
485,Kishpek,43.655,43.6408,50.0,57,90,2.24
486,Armidale,-30.5167,151.65,69.01,72,73,4.0
487,Dirba,30.0667,75.9833,70.0,34,0,7.16
488,Mostre,44.0229,18.1353,41.0,100,100,2.3
489,Santa Lucía,27.9117,-15.5407,56.37,62,40,14.97
490,Jodoigne,50.7236,4.8691,44.94,93,75,8.05
491,Delmas 73,18.5447,-72.3028,71.42,80,46,4.74
492,Lunca Mureşului,46.4333,23.9,39.13,81,75,2.3
493,Findlay,41.0442,-83.6499,26.6,74,90,33.38
494,Klyuchi,52.2667,79.1667,29.3,98,99,7.72
495,Santa Cruz Muluá,14.5833,-91.6167,60.66,96,80,2.91
496,Apac,1.9756,32.5386,93.79,25,56,5.12
497,Sucy-en-Brie,48.7667,2.5333,46.69,100,75,5.75
498,Otterup,55.5153,10.3976,26.6,100,75,11.5
499,Volnovakha,47.601,37.4967,36.0,53,100,17.0
500,Gemünden am Main,50.05,9.7,37.29,94,100,2.51
501,Luanda,-8.8368,13.2343,84.2,65,75,6.91
502,Truro,50.2653,-5.0544,44.35,100,75,10.36
503,Vinça,42.65,2.5333,51.26,87,90,3.44
504,Ootmarsum,52.4076,6.8969,37.67,96,100,3.0
505,Goodlettsville,36.3231,-86.7133,35.53,75,75,12.66
506,Khair,27.95,77.8333,72.39,35,0,6.82
507,East Rockaway,40.6421,-73.6696,34.27,75,90,4.61
508,Cajicá,4.9186,-74.028,51.8,100,75,2.3
509,Antipolo City,14.5864,121.1753,82.6,58,75,8.05
510,Tramore,52.1624,-7.1524,41.25,87,75,6.91
511,Mitry-Mory,48.9833,2.6167,46.51,100,40,2.3
512,Yei,4.095,30.6779,87.64,17,91,8.81
513,Plátanos,37.6667,21.6167,54.88,88,75,4.61
514,Balsic,14.8589,120.4836,85.12,54,40,13.8
515,San Rafael del Sur,11.8485,-86.4384,71.6,83,40,4.61
516,Roboré,-18.3333,-59.75,68.59,90,34,2.77
517,Martinez,38.0194,-122.1341,44.85,75,1,2.66
518,Florence,43.7667,11.25,54.09,100,75,1.14
519,Chapeltown,53.4651,-1.4722,42.3,99,96,4.21
520,Sanski Most,44.7653,16.6656,44.6,87,0,2.3
521,Guaranésia,-21.2992,-46.8025,67.55,92,93,2.48
522,Xianyang,34.3378,108.7026,59.43,14,0,8.95
523,Baba Ana,44.9667,26.45,44.87,81,0,11.5
524,Chiclana,-35.7346,-61.7503,58.06,51,0,0.94
525,Birkeland,58.3309,8.2323,16.65,67,40,16.11
526,Biblis,49.6917,8.4586,42.75,95,100,0.78
527,Donji Vakuf,44.1436,17.4,50.22,71,100,5.59
528,Guelph,43.5501,-80.2497,32.52,100,90,12.66
529,Zasechnoye,53.1092,45.0764,37.0,98,100,9.22
530,Şuici,45.25,24.5333,39.2,81,40,3.44
531,Luckenwalde,52.0833,13.1667,31.86,94,100,8.99
532,Colon,8.0313,-72.2605,67.08,82,68,3.69
533,Janów Lubelski,50.707,22.4104,29.03,69,61,1.99
534,Belle Glade,26.6845,-80.6676,53.15,100,20,5.26
535,Hinjilikatu,19.4833,84.75,86.94,22,0,8.32
536,Aix-les-Bains,45.6834,5.9224,43.34,93,0,5.75
537,Stăneşti,43.9167,25.8333,55.0,61,44,2.15
538,Aranda,10.2365,122.9467,84.15,71,78,8.3
539,Arrondissement de Pau,43.4167,-0.5833,51.48,100,90,2.3
540,Povarovo,56.0667,37.05,10.4,79,40,13.42
541,Sanctorum,19.1,-98.25,57.67,41,0,2.77
542,Nueva Armenia,15.7956,-86.4985,75.0,83,27,5.01
543,East Stroudsburg,40.9995,-75.1813,28.44,63,100,4.5
544,Bixad,47.9333,23.4,43.88,87,75,2.3
545,Kumo,10.0447,11.2122,79.83,19,5,13.85
546,Surami,42.0243,43.5556,39.72,88,100,6.33
547,Piltene,57.2243,21.6744,23.0,93,90,8.05
548,Antsohihy,-14.8796,47.9875,92.37,55,0,2.46
549,Honnāli,14.25,75.6667,90.01,22,81,1.25
550,Tótkomlós,46.4167,20.7333,44.87,81,0,9.22
551,Susteren,51.0655,5.8519,45.16,87,75,2.3
552,Gemeente Haarlem,52.3667,4.6333,41.05,93,40,6.91
553,Jhūsi,25.4333,81.9333,78.46,37,51,11.01
554,Jablunkov,49.5767,18.7646,30.78,92,100,1.66
555,Sayansk,54.1088,102.1648,10.53,95,100,5.53
556,Pánd,47.3533,19.6357,43.48,76,75,6.91
557,Ongwediva,-17.7833,15.7667,89.6,35,0,6.91
558,Orion,14.6206,120.5817,85.3,54,40,13.8
559,Soledad,10.9184,-74.7646,77.0,88,98,5.75
560,Belford Roxo,-22.7642,-43.3994,75.54,83,75,9.22
561,Piatra Olt,44.3667,24.2667,49.64,58,0,1.14
562,Arrentela,38.6167,-9.1,51.35,82,20,10.36
563,Teplice,50.6404,13.8245,32.31,99,100,10.0
564,Vallam,10.7167,79.0833,87.8,45,20,9.22
565,Panguna,-6.3164,155.4848,71.65,97,99,1.32
566,Boulder,40.0833,-105.3505,25.63,29,1,9.22
567,Włodawa,51.55,23.55,21.99,78,81,4.79
568,Arrondissement de Clermont,49.5,2.4167,45.7,100,90,4.61
569,Warren,39.4334,-84.1666,30.18,93,90,16.11
570,Cumpăna,44.1167,28.5667,42.89,75,20,6.91
571,Maizuru,35.45,135.3333,45.72,66,0,4.61
572,Langwedel,52.9667,9.2167,33.22,93,90,11.5
573,Courbevoie,48.8967,2.2567,46.72,100,90,9.22
574,Neusiedl am See,47.9357,16.8325,40.87,87,0,3.44
575,Smorumnedre,55.7423,12.3028,23.04,90,81,10.18
576,Springfield,37.2153,-93.2982,24.62,80,1,6.91
577,Diré,12.2833,-10.9667,80.76,16,2,1.43
578,Candeias,-20.7676,-45.2764,65.98,95,100,3.98
579,Jægerspris,55.8554,11.9679,22.64,86,96,3.0
580,Barrinha,-21.1936,-48.1639,75.2,83,75,3.44
581,Verkhnyaya Balkariya,43.1279,43.4573,50.0,57,90,2.24
582,Bicske,47.4842,18.644,46.04,80,100,5.79
583,Gualjoco,14.95,-88.2333,64.92,84,95,2.08
584,Vácszentlászló,47.574,19.5377,43.84,76,75,6.91
585,Pouembout,-21.1333,164.9,77.22,87,6,5.26
586,Domanpot,15.9998,120.6574,83.43,61,10,3.69
587,Barrie,44.4001,-79.6663,30.76,93,100,13.8
588,Marseille,43.297,5.3811,55.24,58,100,7.87
589,Pirpirituba,-6.78,-35.4986,73.51,89,43,3.69
590,Crieff,56.3727,-3.8389,37.99,93,100,18.01
591,Stará Ves nad Ondřejnicí,49.7277,18.1885,35.33,93,75,8.05
592,Lockerbie,55.123,-3.3564,38.14,100,90,16.11
593,Aguas Buenas,18.2569,-66.1029,69.82,86,14,2.26
594,Carros,43.7894,7.184,53.46,71,0,5.75
595,Huauchinango,20.1833,-98.05,63.32,33,0,8.63
596,Žepče,44.4267,18.0378,41.0,93,20,1.14
597,Batán,10.0844,-83.341,73.31,87,97,3.0
598,Pangani,-5.4333,38.9667,87.3,55,9,14.76
599,Puka,58.0559,26.2436,8.31,85,75,5.75
600,Karārī,25.45,81.4333,77.25,40,56,15.01
601,Teleşti,45.0,23.0833,48.33,59,100,2.19
602,Carlton,45.2943,-123.1765,41.43,87,75,9.22
603,Vila Real,41.3006,-7.7441,45.0,9,100,4.32
604,Wuda,39.4994,106.7117,42.73,49,0,21.88
605,Mbala,-8.8402,31.3659,73.98,72,1,1.52
606,Lepsény,46.9904,18.2436,43.0,65,100,5.99
607,Canhotinho,-8.8822,-36.1911,68.85,89,64,5.46
608,Dobroteşti,44.2833,24.8833,48.06,64,78,4.74
609,Mandaon,12.2259,123.2842,82.22,76,53,11.83
610,Jászberény,47.5,19.9167,43.0,87,100,9.37
611,Bohumín,49.9041,18.3576,34.66,92,99,1.99
612,Sars,56.5502,57.1366,33.75,99,100,10.92
613,Port Orange,29.1383,-80.9956,47.48,81,40,3.44
614,San Joaquin,37.9333,-121.3011,42.93,75,1,3.44
615,Svetlograd,45.3353,42.8547,50.0,76,75,13.42
616,Murphy,33.0151,-96.6131,40.48,65,1,4.61
617,Ţuglui,44.1833,23.8167,48.97,58,0,1.14
618,Panindícuaro,19.9667,-101.7667,51.01,74,0,2.71
619,Soroca,48.1558,28.2975,30.0,73,8,5.77
620,Sadalgi,16.5667,74.55,87.33,23,0,5.75
621,Ponot,8.452,123.0222,81.55,81,74,13.11
622,Recea,47.6333,23.5167,43.81,87,75,2.3
623,Caucaia,-3.7361,-38.6531,76.5,83,20,8.05
624,Svobody,44.0256,43.0503,53.29,62,20,11.18
625,Dmitriyevskaya,45.6564,40.7653,46.78,77,98,18.92
626,Baker,30.5882,-91.1682,53.17,87,90,10.36
627,Satchinez,45.9375,21.0406,43.21,100,0,11.5
628,Ariano Irpino,41.1489,15.0833,53.89,100,97,3.44
629,Ajuterique,14.3833,-87.7,54.25,94,20,0.38
630,Ciechocinek,52.8791,18.7951,23.0,93,14,2.91
631,Saint James,13.2167,-59.6167,77.0,69,40,18.41
632,Ciénega,5.4087,-73.2957,52.14,88,99,0.45
633,Jianhu,29.9799,120.5712,48.99,93,75,2.24
634,Gedinne,49.9804,4.9367,44.29,100,75,4.61
635,Colesville,39.0757,-77.0019,39.58,39,90,3.44
636,Văleni,46.5928,28.0625,35.01,81,53,5.79
637,Miguel Calmon,-11.4289,-40.595,67.66,91,47,2.06
638,Apateu,46.6167,21.7833,44.87,81,20,5.75
639,Chiscani,45.1833,27.9333,39.11,70,0,4.61
640,Gioia Tauro,38.424,15.899,58.44,48,0,2.3
641,Les Pavillons-sous-Bois,48.9,2.5167,46.74,93,75,3.44
642,Orsha,54.5153,30.4053,9.5,72,0,11.18
643,Santa Maria a Vico,41.0255,14.4654,56.32,82,0,1.14
644,Leuchars,56.3817,-2.8825,40.46,87,75,29.93
645,Hérouville-Saint-Clair,49.2109,-0.3065,44.6,93,90,5.75
646,Odder,55.9731,10.153,27.0,83,100,5.99
647,Azatavan,39.9832,44.5053,41.0,81,20,1.14
648,Luqiao,28.5808,121.3772,66.51,46,13,7.11
649,Saint-Ambroise,48.5501,-71.3324,13.41,92,75,2.39
650,Fern Creek,38.1598,-85.5877,32.36,64,90,12.66
651,Schwaigern,49.1439,9.055,44.51,87,100,2.15
652,Jūrmala,56.968,23.7704,21.2,79,90,11.5
653,Fertőszentmiklós,47.59,16.8752,39.0,87,100,3.44
654,Anzin,50.372,3.5039,45.21,100,75,8.05
655,Bograd,54.2344,90.8328,21.2,68,0,6.71
656,Głubczyce,50.2009,17.8286,34.72,92,99,4.68
657,Tosya,41.0155,34.0401,44.6,70,75,13.8
658,Jayanca,-6.3908,-79.8219,69.04,85,100,6.31
659,Kalaīkunda,22.35,87.25,85.86,17,13,4.99
660,Pervomayskiy,53.2485,40.2871,19.99,79,100,18.95
661,Berwick,41.0545,-76.2333,33.22,85,100,13.18
662,Āsandh,29.5167,76.6,70.43,34,0,7.16
663,Sabunçu,40.4425,49.9481,51.8,76,91,16.11
664,Stockach,47.85,9.0167,42.12,86,55,10.0
665,West Milford,41.1312,-74.3674,26.87,87,100,4.29
666,Stropkov,49.2021,21.6522,32.2,88,75,2.17
667,Tuymazy,54.6067,53.7097,37.2,97,100,12.59
668,Mabamba,-3.5983,30.5019,78.4,69,66,1.79
669,Jacaltenango,15.6667,-91.7333,54.75,49,97,4.34
670,Negomir,44.8333,23.1667,47.86,56,99,1.81
671,Mahroni,24.5862,78.7288,77.5,29,81,7.78
672,North Bay Shore,40.7362,-73.2626,32.11,80,1,3.44
673,Mandasa,18.8667,84.4667,81.66,35,0,11.39
674,Columbia,34.0007,-81.0348,49.12,53,90,5.75
675,Letnik,46.011,41.2657,47.39,79,100,19.33
676,Worb,46.9298,7.5631,41.43,100,40,4.61
677,Segarcea,44.1,23.75,48.99,58,0,1.14
678,La Riviera,38.5668,-121.3569,41.23,93,1,3.44
679,Syrskoye,52.5744,39.4966,18.48,96,100,18.05
680,Lelystad,52.5083,5.475,39.61,76,100,5.99
681,Japitan,10.1279,123.5035,86.0,66,40,5.75
682,Frei Paulo,-10.5494,-37.5344,70.92,91,20,6.96
683,San Jerónimo,-11.9472,-75.2829,49.8,75,100,1.07
684,Gupitan,7.7758,125.6406,82.24,74,68,6.46
685,Pāchora,20.6667,75.35,86.92,19,0,6.11
686,Pulilan,14.9333,120.85,84.31,65,75,9.22
687,Triunfo,-29.9433,-51.7181,62.56,94,40,10.36
688,Ginir,7.1333,40.7,73.62,21,64,7.2
689,Newcastleton,55.1796,-2.8127,35.6,100,90,16.11
690,Benesat,47.4167,23.3,43.47,87,75,2.3
691,Tét,47.5192,17.508,41.94,75,0,2.3
692,Kochi,9.9399,76.2602,91.4,40,0,8.05
693,Bayshore Gardens,27.4253,-82.5904,51.24,71,1,5.75
694,Carugate,45.5498,9.3438,46.4,100,90,1.14
695,Damulog,7.4836,124.9431,82.78,73,96,3.09
696,Hillsborough,37.5741,-122.3794,47.17,57,1,3.38
697,Boshkengash,38.4661,68.8053,62.6,16,79,15.66
698,Trappes,48.7833,2.0,45.86,100,90,9.22
699,George Town,5.4112,100.3354,89.31,55,20,9.22
700,Doiceşti,44.9833,25.4,45.0,74,99,3.0
701,Villanueva,15.3167,-88.0,66.99,96,73,2.64
702,Wenceslau Braz,-23.8739,-49.8028,64.0,99,0,1.01
703,Şabrātah,32.7933,12.4885,68.43,33,53,11.59
704,La Empalizada,21.3147,-97.6633,64.08,93,0,3.78
705,Tagaytay,14.115,120.9636,82.53,58,75,8.05
706,Mentana,42.0349,12.6424,51.71,93,0,1.14
707,Panji,-7.7253,114.0995,81.32,80,63,11.16
708,Gossaigaon,26.4481,89.989,83.01,25,0,2.95
709,Maham,28.9833,76.3,72.57,25,0,5.03
710,Průhonice,49.9996,14.5502,35.8,84,100,3.0
711,Astara,38.5,48.6667,54.46,62,75,26.46
712,Gagarin,55.5529,34.9954,8.15,94,100,11.81
713,Taufkirchen,48.0432,11.6191,42.06,87,85,2.95
714,Komárno,47.7636,18.1226,43.77,93,0,4.61
